afck-00417	Unemployment in South Africa has increased by 60% in the past 19 years.	incorrect	https://africacheck.org/reports/is-sa-worse-off-now-than-19-years-ago-the-facts-behind-that-facebook-post/	None	None	None	None	None	Is SA worse off now than 19 years ago? The facts behind THAT Facebook post	2013-11-28 05:16	None	['None']
afck-00229	“Between 2004 and 2014, the EPWP created over 5 million work opportunities for poor and unemployed people.”	correct	https://africacheck.org/reports/is-the-anc-advancing-peoples-power-we-fact-check-key-election-claims/	None	None	None	None	None	Is the ANC ‘advancing people’s power’? We fact-check key election claims	2016-05-19 06:39	None	['None']
afck-00422	South Africa is one of the ‘top ten’ countries with the highest murder rates.	mostly-correct	https://africacheck.org/reports/is-sa-worse-off-now-than-19-years-ago-the-facts-behind-that-facebook-post/	None	None	None	None	None	Is SA worse off now than 19 years ago? The facts behind THAT Facebook post	2013-11-28 05:16	None	['South_Africa']
afck-00183	“Last year, I signed into law a provision to criminalise the cartels and collusion and it came into effect on 1 May. It carries jail sentences of up to 10 years.”	correct	https://africacheck.org/reports/facts-alternative-facts-zumas-10th-state-nation-address-checked/	None	None	None	None	None	Facts or alternative facts? Zuma’s 10th State of the Nation Address checked	2017-02-10 07:12	None	['None']
afck-00041	“From an allocation of KSh210 billion in the FY 2013/2014, we now stand at KSh327 billion for the FY 2017/2018, an increase of 56% in five years.”	understated	https://africacheck.org/reports/uhuru-kenyattas-2018-state-of-the-nation-address-fact-checked/	None	None	None	None	None	Uhuru Kenyatta’s 2018 State of The Nation Address fact-checked	2018-05-02 06:20	None	['Fiscal_year']
afck-00013	“Nigeria’s 2019 election budget is US$625 million [while] India’s 2014 poll cost US$600 million.”	mostly-correct	https://africacheck.org/reports/checked-two-claims-about-the-astronomical-cost-of-nigerias-election/	None	None	None	None	None	Checked: Two claims about the ‘astronomical’ cost of Nigeria’s election	2018-09-05 10:53	None	['India', 'Nigeria']
afck-00382	“In its first term in office, the DA built three brand new hospitals in Khayelitsha, Mitchells Plain and George and currently has 75 health care projects valued at R4.5 billion underway.”	exaggerated	https://africacheck.org/reports/is-the-das-western-cape-story-a-good-story-to-tell-we-examine-the-claims/	None	None	None	None	None	Is the DA’s Western Cape Story a ‘good story to tell’? We examine the claims	2014-03-28 05:02	None	['None']
afck-00094	“Nigeria has the highest incidence of diabetes in sub-Saharan Africa.”	unproven	https://africacheck.org/reports/nigeria-people-diabetes-sub-saharan-africa/	None	None	None	None	None	Does Nigeria have the most people with diabetes in sub-Saharan Africa?	2017-11-01 07:44	None	['Nigeria', 'Africa']
afck-00273	“Government… continues to build modern new schools to replace mud schools and other inappropriate structures.”	mostly-correct	https://africacheck.org/reports/checked-sa-president-zumas-youth-day-claims/	None	None	None	None	None	SA President’s Youth Day claims examined	2015-06-17 10:35	None	['None']
afck-00280	“The tuberculosis (TB) new client success rate improved from 79.7% to 83.3% and the TB cure rate from 73% to 77.1%.”	correct	https://africacheck.org/reports/crisis-what-crisis-africa-check-tests-free-state-health-claims/	None	None	None	None	None	Crisis? What crisis? Africa Check tests Free State health claims	2015-06-12 05:45	None	['None']
afck-00307	“Whilst jobs were lost [due to the recession], in 2014 South Africa has actually managed to employ even more people than were employed in the years when jobs were lost, implying that there is recovery.”	misleading	https://africacheck.org/reports/has-president-jacob-zumas-government-done-a-good-job/	None	None	None	None	None	Has President Jacob Zuma’s government done ‘a good job’?	2015-03-23 07:37	None	['South_Africa']
afck-00295	“Only 31% of young people completed their matric (Grade 12) education.”	mostly-correct	https://africacheck.org/reports/national-youth-policy-unemployment-and-education/	None	None	None	None	None	National Youth Policy: unemployment and education claims fact-checked	2015-06-10 01:12	None	['None']
afck-00066	“A black child is… 100 times more likely to grow up in poverty than a white child.”	incorrect	https://africacheck.org/reports/verifying-key-claims-in-the-2018-state-of-the-nation-debate/	None	None	None	None	None	Verifying key claims in SA’s 2018 State of the Nation address debate	2018-02-19 02:56	None	['None']
afck-00257	“Blacks in top management… doubled” [presumably from 2000 to the present]	mostly-correct	https://africacheck.org/reports/more-claims-of-south-africas-spectacular-transformation-fact-checked/	None	None	None	None	None	More claims of S. Africa’s ‘spectacular transformation’ fact-checked	2015-11-19 11:28	None	['None']
afck-00119	“South Africa’s femicide rate is 5 times more than the global rate.”	mostly-correct	https://africacheck.org/reports/femicide-sa-3-numbers-murdering-women-investigated/	None	None	None	None	None	Femicide in South Africa: 3 numbers about the murdering of women investigated	2017-07-13 08:08	None	['None']
afck-00211	“Estimates by the City [of Cape Town] found that 161,000 individuals, or 11.3% of the total workforce in Cape Town, were employed by the informal economy in 2015.”	mostly-correct	https://africacheck.org/reports/does-the-da-create-change-that-moves-sa-forward-we-weigh-up-key-claims/	None	None	None	None	None	Does the DA create ‘change that moves SA forward’? We weigh up key claims	2016-06-02 06:07	None	['Cape_Town']
afck-00051	Only 30% [of students] get the marks requires [sic] to get into [university]	incorrect	https://africacheck.org/reports/validating-the-truth-about-sas-education-system/	None	None	None	None	None	Validating ‘the truth’ about SA’s education system	2018-04-24 12:03	None	['None']
afck-00151	“Jubilee took over a nation of KSh1.5 trillion debt. That debt is now KSh4 trillion and rising.”	unproven	https://africacheck.org/reports/fact-checked-claims-from-kenyas-alternative-state-of-the-nation/	None	None	None	None	None	Fact-checked: Claims from Kenya’s ‘alternative’ State of the Nation	2017-03-31 06:08	None	['None']
afck-00080	Mining fatalities are rising	correct	https://africacheck.org/reports/state-of-the-nation-address-1-president-cyril-ramaphosas-claims-weighed-up/	None	None	None	None	None	Fact-checked: Pres Cyril Ramaphosa’s first-ever State of the Nation Address	2018-02-16 06:36	None	['None']
afck-00385	“Under-performing schools are schools where the matric pass rate is less than 60%. Under the ANC this went from 36 schools in 2006 to 85 in 2009. In just four years the DA brought the number of underperforming schools down to 23.”	mostly-correct	https://africacheck.org/reports/is-the-das-western-cape-story-a-good-story-to-tell-we-examine-the-claims/	None	None	None	None	None	Is the DA’s Western Cape Story a ‘good story to tell’? We examine the claims	2014-03-28 05:02	None	['None']
afck-00194	South Africa is “best or number one for” death rates	incorrect	https://africacheck.org/reports/sa-1-world-death-nigeria-scrabble-players-kenya-tea/	None	None	None	None	None	Is SA #1 in the world for death, Kenya for tea & Nigeria for scrabble players?	2016-12-07 02:15	None	['None']
afck-00310	“The percentage of households connected to piped water increased from 88% to 90%.”	mostly-correct	https://africacheck.org/reports/has-president-jacob-zumas-government-done-a-good-job/	None	None	None	None	None	Has President Jacob Zuma’s government done ‘a good job’?	2015-03-23 07:37	None	['None']
afck-00320	“But while our communities are being over-run by drug lords the President said nothing about crime! Where are the specialised anti-drug units? Drug crime has doubled since they were taken away.”	incorrect	https://africacheck.org/reports/mmusi-maimane-sona-2015-response-fact-checked/	None	None	None	None	None	Mmusi Maimane’s SONA 2015 response fact-checked	2015-02-25 01:20	None	['None']
afck-00102	“ A mother has a higher chance of dying [during] birth in Nairobi than in Mandera”	unproven	https://africacheck.org/reports/mothers-newborns-run-higher-risk-dying-nairobi-new-governor-sonko-said/	None	None	None	None	None	Do mothers & newborns run a higher risk of dying in Nairobi, as governor Sonko said?	2017-08-24 12:58	None	['Nairobi']
afck-00044	“The NHIF coverage widened from a membership of 3.8 million in 2013 to 7.2 million currently.”	mostly-correct	https://africacheck.org/reports/uhuru-kenyattas-2018-state-of-the-nation-address-fact-checked/	None	None	None	None	None	Uhuru Kenyatta’s 2018 State of The Nation Address fact-checked	2018-05-02 06:20	None	['None']
afck-00427	25% of South African schoolgirls are HIV positive.	incorrect	https://africacheck.org/reports/is-sa-worse-off-now-than-19-years-ago-the-facts-behind-that-facebook-post/	None	None	None	None	None	Is SA worse off now than 19 years ago? The facts behind THAT Facebook post	2013-11-28 05:16	None	['None']
afck-00425	South Africa has 1000% more illegal immigrants than it did in 1994.	unproven	https://africacheck.org/reports/is-sa-worse-off-now-than-19-years-ago-the-facts-behind-that-facebook-post/	None	None	None	None	None	Is SA worse off now than 19 years ago? The facts behind THAT Facebook post	2013-11-28 05:16	None	['None']
afck-00204	“But still, 20 million don’t get access and 13 million still do not get the care they deserve.”	mostly-correct	https://africacheck.org/reports/un-chief-on-hivaids-3-claims-by-ban-ki-moon-scrutinised/	None	None	None	None	None	UN chief on HIV/AIDS: 3 claims by Ban Ki-moon scrutinised	2016-07-27 10:34	None	['None']
afck-00284	“Research by the Institute for Security Studies (2003) indicates that the 12 to 21 age group has the largest number of offenders and victims compared to other age groups in South Africa.”	unproven	https://africacheck.org/reports/national-youth-policy-health-and-violence/	None	None	None	None	None	National Youth Policy: crime & health claims fact-checked	2015-06-11 11:46	None	['South_Africa']
afck-00369	“In 1994, 10% of our communities had access to safe water.”	incorrect	https://africacheck.org/reports/does-the-anc-have-a-good-story-to-tell-we-examine-key-election-claims/	None	None	None	None	None	Does the ANC have a ‘good story to tell’? We examine key election claims	2014-04-25 05:00	None	['None']
afck-00195	Kenya is “best or number one for” the production of black tea	incorrect	https://africacheck.org/reports/sa-1-world-death-nigeria-scrabble-players-kenya-tea/	None	None	None	None	None	Is SA #1 in the world for death, Kenya for tea & Nigeria for scrabble players?	2016-12-07 02:15	None	['Kenya']
afck-00144	9,312,511 learners and 20,744 schools have benefitted from the nutrition programme	understated	https://africacheck.org/reports/president-zumas-track-record-7-claims-progress-fact-checked/	None	None	None	None	None	President Zuma’s track record: 7 claims about #progress fact-checked	2017-04-21 06:20	None	['None']
afck-00420	South Africa’s education department is ranked 140th out of 144 countries.	incorrect	https://africacheck.org/reports/is-sa-worse-off-now-than-19-years-ago-the-facts-behind-that-facebook-post/	None	None	None	None	None	Is SA worse off now than 19 years ago? The facts behind THAT Facebook post	2013-11-28 05:16	None	['None']
afck-00077	“Today we have nearly one million children who are participating in early childhood development facilities.“	correct	https://africacheck.org/reports/state-of-the-nation-address-1-president-cyril-ramaphosas-claims-weighed-up/	None	None	None	None	None	Fact-checked: Pres Cyril Ramaphosa’s first-ever State of the Nation Address	2018-02-16 06:36	None	['None']
afck-00163	“With 1,950 km of new roads completed, and another 7,000 km in different phases of construction, we have kept the promise [to undertake the most aggressive road construction programme ever seen in Kenya].”	unproven	https://africacheck.org/reports/fact-checked-kenyattas-2017-state-nation-address/	None	None	None	None	None	Fact-checked: Kenyatta’s 2017 State of the Nation Address	2017-03-17 08:39	None	['Kenya']
afck-00164	Putting a slice of lemon in your water alkalises and cleanses your liver.	incorrect	https://africacheck.org/reports/not-healthyliving-city-joburg-tweets-nonsense/	None	None	None	None	None	Not #healthyliving: Why these City of Joburg tweets are nonsense	2017-02-16 06:39	None	['None']
afck-00235	“The ANC government initiated investigations into 203 corruption cases involving 1,065 persons. A total of 234 government officials were convicted for corruption related offences since 2014.”	unproven	https://africacheck.org/reports/is-the-anc-advancing-peoples-power-we-fact-check-key-election-claims/	None	None	None	None	None	Is the ANC ‘advancing people’s power’? We fact-check key election claims	2016-05-19 06:39	None	['African_National_Congress']
afck-00148	“In 4 years, we have connected more Kenyans to the grid than in all years since independence.”	correct	https://africacheck.org/reports/kenyas-budget-speech-claims-power-investment-roads-add/	None	None	None	None	None	Kenya’s budget speech: Do claims about power, investment & roads add up?	2017-04-07 02:26	None	['Kenya']
afck-00365	“In 1994, only 2.6-million grants were awarded to a select few.”	correct	https://africacheck.org/reports/does-the-anc-have-a-good-story-to-tell-we-examine-key-election-claims/	None	None	None	None	None	Does the ANC have a ‘good story to tell’? We examine key election claims	2014-04-25 05:00	None	['None']
afck-00239	“In 1994 just over half of households had electricity, now 85% do.”	correct	https://africacheck.org/reports/fact-checking-the-sona2016-debates/	None	None	None	None	None	Fact-checking the #SoNA2016 debates	2016-02-16 02:07	None	['None']
afck-00096	“There are… a quarter million [people in slavery] in South Africa alone.”	unproven	https://africacheck.org/reports/fact-checked-2-claims-slavery-child-prostitutes-sa/	None	None	None	None	None	FACT-CHECKED: 2 claims about slavery & ‘child prostitutes’ in SA	2017-10-26 09:08	None	['South_Africa']
afck-00017	“What is driving our GDP is services.”	correct	https://africacheck.org/reports/nigerias-economy-services-drive-gdp-but-oil-still-dominates-exports/	None	None	None	None	None	Nigeria’s economy: services drive GDP, but oil still dominates exports	2018-08-29 09:15	None	['None']
afck-00157	“My administration has gone over and beyond the constitutional requirement by increasing the percentage of shareable revenues [with Kenya’s counties] from 15% to 34%.”	correct	https://africacheck.org/reports/fact-checked-kenyattas-2017-state-nation-address/	None	None	None	None	None	Fact-checked: Kenyatta’s 2017 State of the Nation Address	2017-03-17 08:39	None	['Kenya']
afck-00423	South Africa has the most corrupt government in the world.	incorrect	https://africacheck.org/reports/is-sa-worse-off-now-than-19-years-ago-the-facts-behind-that-facebook-post/	None	None	None	None	None	Is SA worse off now than 19 years ago? The facts behind THAT Facebook post	2013-11-28 05:16	None	['None']
afck-00249	“To curb water wastage, the Department of Water and Sanitation has begun its programme of training 15,000 young people as artisans.”	correct	https://africacheck.org/reports/did-zuma-get-his-sona2016-facts-straight/	None	None	None	None	None	Did Zuma get his #SoNA2016 facts straight?	2016-02-11 07:51	None	['None']
afck-00114	“Unemployment right now stands at 40%.”	incorrect	https://africacheck.org/reports/the-presidential-debate-that-wasnt-did-kenyas-odinga-get-his-facts-straight/	None	None	None	None	None	The presidential debate that wasn’t: Did Kenya’s Odinga get his facts straight?	2017-07-28 11:14	None	['None']
afck-00060	“30 million South Africans have to make ends meet with less [than] R1,000 a month.”	correct	https://africacheck.org/reports/verifying-key-claims-in-the-2018-state-of-the-nation-debate/	None	None	None	None	None	Verifying key claims in SA’s 2018 State of the Nation address debate	2018-02-19 02:56	None	['None']
afck-00277	“Immunisation coverage [for children] under one year improved from 86.8% in 2013-2014 to 91.2% in 2014-2015.”	misleading	https://africacheck.org/reports/crisis-what-crisis-africa-check-tests-free-state-health-claims/	None	None	None	None	None	Crisis? What crisis? Africa Check tests Free State health claims	2015-06-12 05:45	None	['None']
afck-00115	“…the number one forex earner in Kenya today is remittances from the diaspora.”	correct	https://africacheck.org/reports/man-debated-2-claims-kenya-presidency-hopeful-rated/	None	None	None	None	None	The man who debated himself: 2 claims by Kenya presidency hopeful rated	2017-07-21 07:42	None	['Kenya']
afck-00426	South Africa has the largest number of convicted criminals in its parliament.	incorrect	https://africacheck.org/reports/is-sa-worse-off-now-than-19-years-ago-the-facts-behind-that-facebook-post/	None	None	None	None	None	Is SA worse off now than 19 years ago? The facts behind THAT Facebook post	2013-11-28 05:16	None	['None']
afck-00395	“65% of the Western Cape Govt’s senior management are previously disadvantaged South Africans. #DAdelivers”	unproven	https://africacheck.org/reports/does-south-africas-democratic-alliance-really-deliver-we-assess-their-claims/	None	None	None	None	None	Does South Africa’s Democratic Alliance really deliver? We assess their claims	2014-03-25 08:47	None	['None']
afck-00205	“Today some countries have no babies born with HIV.”	correct	https://africacheck.org/reports/un-chief-on-hivaids-3-claims-by-ban-ki-moon-scrutinised/	None	None	None	None	None	UN chief on HIV/AIDS: 3 claims by Ban Ki-moon scrutinised	2016-07-27 10:34	None	['None']
afck-00160	“In simple terms, 50% of all the money collected as revenues in Kenya goes into the pockets of less than 2% of the country’s total population.”	correct	https://africacheck.org/reports/fact-checked-kenyattas-2017-state-nation-address/	None	None	None	None	None	Fact-checked: Kenyatta’s 2017 State of the Nation Address	2017-03-17 08:39	None	['Kenya']
afck-00127	“In the last four years, we have increased power generation and added 657 MW to the grid.”	exaggerated	https://africacheck.org/reports/jubilee-party-manifesto-4-claims-fact-checked/	None	None	None	None	None	The Jubilee Party manifesto: 5 claims fact-checked	2017-07-02 02:02	None	['None']
afck-00342	“On average, the economy has grown at 3.2 percent a year from 1994 to 2012 despite the global recession which claimed a million jobs.”	mostly-correct	https://africacheck.org/reports/2014-sona-claims-revisited-zuma-on-the-economy/	None	None	None	None	None	2014 SONA claims revisited: Zuma on the economy	2015-02-11 04:31	None	['None']
afck-00265	“Latter-day racists who demand coercive land redistribution do not know that black buying has grown to 50% of all voluntary transactions.”	unproven	https://africacheck.org/reports/claims-of-south-africas-spectacular-transformation-fact-checked/	None	None	None	None	None	Claims of South Africa’s ‘spectacular transformation’ fact-checked	2015-10-23 06:12	None	['None']
afck-00049	South Africa has the 3rd worst education system in the world	incorrect	https://africacheck.org/reports/validating-the-truth-about-sas-education-system/	None	None	None	None	None	Validating ‘the truth’ about SA’s education system	2018-04-24 12:03	None	['None']
afck-00187	“We are not allowed, according to the constitution, to stand for any office if we have a criminal record.”	mostly-correct	https://africacheck.org/reports/eff-correct-military-officers-sa-parliaments-door-dont-belong/	None	None	None	None	None	Ceremonial guards & criminal records: Checking EFF claims about SA parly	2017-02-10 06:59	None	['None']
afck-00306	“By the fourth quarter of 2014, GDP showed signs of recovery at a 4.1%. What is important, though, is that the real sectors of the economy, namely agriculture, mining, and manufacturing, were positive and actually grew.”	misleading	https://africacheck.org/reports/has-president-jacob-zumas-government-done-a-good-job/	None	None	None	None	None	Has President Jacob Zuma’s government done ‘a good job’?	2015-03-23 07:37	None	['None']
afck-00130	“black-owned [companies] get 2%”… “of SAA’s…procurement”	mostly-correct	https://africacheck.org/reports/98-south-african-airways-spending-didnt-go-white-owned-companies/	None	None	None	None	None	98% of South African Airways’ spending didn’t go to white-owned companies	2017-06-26 09:01	None	['None']
afck-00174	“Only 10% of the top 100 companies on the Johannesburg Stock Exchange are owned by black South Africans… according to the National Empowerment Fund.”	incorrect	https://africacheck.org/reports/facts-alternative-facts-zumas-10th-state-nation-address-checked/	None	None	None	None	None	Facts or alternative facts? Zuma’s 10th State of the Nation Address checked	2017-02-10 07:12	None	['None']
afck-00347	“The matric pass rate has gone up from around 61% in 2009 to 78% last year [2013] and the bachelor passes improve each year.”	mostly-correct	https://africacheck.org/reports/2014-sona-claims-revisited-zuma-on-education/	None	None	None	None	None	2014 SONA claims revisited: Zuma on education	2015-02-10 08:55	None	['None']
afck-00371	“More than 1,500 healthcare facilities have been built and hundreds more are being revamped.”	unproven	https://africacheck.org/reports/does-the-anc-have-a-good-story-to-tell-we-examine-key-election-claims/	None	None	None	None	None	Does the ANC have a ‘good story to tell’? We examine key election claims	2014-04-25 05:00	None	['None']
afck-00129	“The ratio of police officer to Kenyan citizen has improved from 1:500 to 1:400 a higher threshold than the UN benchmark of one officer for every 450 citizens.”	incorrect	https://africacheck.org/reports/jubilee-party-manifesto-4-claims-fact-checked/	None	None	None	None	None	The Jubilee Party manifesto: 5 claims fact-checked	2017-07-02 02:02	None	['Kenya']
afck-00355	“In 1994, 39% of South Africans had access to electricity, today, 86% of South Africans have access to electricity.”	incorrect	https://africacheck.org/reports/has-the-anc-moved-south-africa-forward-we-examine-key-election-claims/	None	None	None	None	None	Has the ANC moved South Africa forward? We examine key claims	2014-04-30 10:32	None	['None']
afck-00036	“The country achieved 5,222.3 MW representing the highest peak of power generated onto the national grid and delivered to customers in December 2017.”	misleading	https://africacheck.org/reports/buharis-2018-democracy-day-speech-7-main-claims-under-scrutiny/	None	None	None	None	None	Buhari’s 2018 Democracy Day speech: 7 main claims under scrutiny	2018-05-29 01:51	None	['None']
afck-00072	“There are currently almost one million students who are enrolled in higher education, up from 500,000 in 1994.”	correct	https://africacheck.org/reports/state-of-the-nation-address-1-president-cyril-ramaphosas-claims-weighed-up/	None	None	None	None	None	Fact-checked: Pres Cyril Ramaphosa’s first-ever State of the Nation Address	2018-02-16 06:36	None	['None']
afck-00146	2.1 million more people employed since 2010	misleading	https://africacheck.org/reports/president-zumas-track-record-7-claims-progress-fact-checked/	None	None	None	None	None	President Zuma’s track record: 7 claims about #progress fact-checked	2017-04-21 06:20	None	['None']
afck-00380	“The DA has increased ARV treatment in the Western Cape from 14,000 to 132,000.”	misleading	https://africacheck.org/reports/is-the-das-western-cape-story-a-good-story-to-tell-we-examine-the-claims/	None	None	None	None	None	Is the DA’s Western Cape Story a ‘good story to tell’? We examine the claims	2014-03-28 05:02	None	['None']
afck-00206	“15% of South Africa’s population have a drug problem.”	incorrect	https://africacheck.org/reports/do-15-of-s-africans-have-a-drug-problem-we-fact-check-4-shocking-drug-statistics/	None	None	None	None	None	Do 15% of SA’s population have a drug problem? We fact-check 4 ‘shocking stats’	2016-06-23 05:37	None	['None']
afck-00015	“Our country’s femicide rate has been increasing over the last five years.”	correct	https://africacheck.org/reports/violence-against-south-africas-women-children-verifying-claims-at-a-mens-summit/	None	None	None	None	None	Violence against South Africa’s women, children: verifying claims at a men’s summit	2018-08-29 02:48	None	['None']
afck-00006	“At least 2 million people in Nigeria now directly or indirectly depend on artisanal and small-scale mining for their livelihood.”	unproven	https://africacheck.org/reports/digging-up-the-numbers-on-informal-mining-in-nigeria/	None	None	None	None	None	Digging up the numbers on informal mining in Nigeria	2018-10-03 11:09	None	['Nigeria']
afck-00152	“Pension funds and other investors in the Nairobi Stock Exchange lost KSh120 billion in 2016.”	understated	https://africacheck.org/reports/fact-checked-claims-from-kenyas-alternative-state-of-the-nation/	None	None	None	None	None	Fact-checked: Claims from Kenya’s ‘alternative’ State of the Nation	2017-03-31 06:08	None	['None']
afck-00334	“Mother to child transmission of HIV has declined sharply and we have doubled the number of people who are receiving antiretroviral treatment, from one million to 2.4-million people in 2013.”	mostly-correct	https://africacheck.org/reports/2014-sona-claims-revisited-zuma-on-hivaids/	None	None	None	None	None	2014 SONA claims revisited: Zuma on HIV/Aids	2015-02-12 03:11	None	['None']
afck-00314	“[The] National Student Financial Aid Scheme (NSFAS) increased from R2.4 billion in 2008 to R9.5 billion in 2014.”	mostly-correct	https://africacheck.org/reports/has-president-jacob-zumas-government-done-a-good-job/	None	None	None	None	None	Has President Jacob Zuma’s government done ‘a good job’?	2015-03-23 07:37	None	['None']
afck-00145	8 million hectares of arable land transferred	mostly-correct	https://africacheck.org/reports/president-zumas-track-record-7-claims-progress-fact-checked/	None	None	None	None	None	President Zuma’s track record: 7 claims about #progress fact-checked	2017-04-21 06:20	None	['None']
afck-00234	“Upgraded 95,000 households in informal settlements.”	incorrect	https://africacheck.org/reports/is-the-anc-advancing-peoples-power-we-fact-check-key-election-claims/	None	None	None	None	None	Is the ANC ‘advancing people’s power’? We fact-check key election claims	2016-05-19 06:39	None	['None']
afck-00050	50% of students drop out of the system	misleading	https://africacheck.org/reports/validating-the-truth-about-sas-education-system/	None	None	None	None	None	Validating ‘the truth’ about SA’s education system	2018-04-24 12:03	None	['None']
afck-00136	“By 2050, it is projected that Africa will have the same population as China and India combined today.”	exaggerated	https://africacheck.org/reports/sa-minister-got-wrong-africas-population-growth/	None	None	None	None	None	SA minister got it wrong on Africa’s population growth	2017-06-12 10:54	None	['China', 'Africa', 'India']
afck-00323	“It is a fact that in the academic year 2015, 90,000 students applied for admission at the University of KwaZulu-Natal, and only 7,000 could be admitted and still the university cannot give financial aid to all academically deserving but needy students.”	mostly-correct	https://africacheck.org/reports/julius-malemas-sona-2015-debate-speech-fact-checked/	None	None	None	None	None	Julius Malema’s SONA 2015 debate speech fact-checked	2015-02-25 01:19	None	['None']
afck-00262	“The welfare budget exploded from R10 billion to R100 billion between 1994 and 2011.”	mostly-correct	https://africacheck.org/reports/more-claims-of-south-africas-spectacular-transformation-fact-checked/	None	None	None	None	None	More claims of S. Africa’s ‘spectacular transformation’ fact-checked	2015-11-19 11:28	None	['None']
afck-00131	“98% of SAA’s…procurement goes to white-owned companies”	incorrect	https://africacheck.org/reports/98-south-african-airways-spending-didnt-go-white-owned-companies/	None	None	None	None	None	98% of South African Airways’ spending didn’t go to white-owned companies	2017-06-26 09:01	None	['None']
afck-00062	“The biggest cause of death among women is non-communicable diseases.”	incorrect	https://africacheck.org/reports/verifying-key-claims-in-the-2018-state-of-the-nation-debate/	None	None	None	None	None	Verifying key claims in SA’s 2018 State of the Nation address debate	2018-02-19 02:56	None	['None']
afck-00260	“Private schools are 72% black.”	incorrect	https://africacheck.org/reports/more-claims-of-south-africas-spectacular-transformation-fact-checked/	None	None	None	None	None	More claims of S. Africa’s ‘spectacular transformation’ fact-checked	2015-11-19 11:28	None	['None']
afck-00258	“Black literacy is up 50% since 1994.”	incorrect	https://africacheck.org/reports/more-claims-of-south-africas-spectacular-transformation-fact-checked/	None	None	None	None	None	More claims of S. Africa’s ‘spectacular transformation’ fact-checked	2015-11-19 11:28	None	['None']
afck-00405	“Parliament is finalising amendments to the law to give effect to this very positive development, which will cut to under 300 days, the time it takes to start a mine, from application to final approvals.”	correct	https://africacheck.org/reports/a-first-look-at-president-jacob-zumas-2014-state-of-the-nation-address/	None	None	None	None	None	President Jacob Zuma’s sixth State of the Nation address fact-checked	2014-02-14 12:39	None	['None']
afck-00177	“At the level of gender, at senior management level males remain dominant at 67.6% and females at 32.4%.”	correct	https://africacheck.org/reports/facts-alternative-facts-zumas-10th-state-nation-address-checked/	None	None	None	None	None	Facts or alternative facts? Zuma’s 10th State of the Nation Address checked	2017-02-10 07:12	None	['None']
afck-00256	“There are more middle class blacks in formerly white suburbs than the entire white population.”	unproven	https://africacheck.org/reports/more-claims-of-south-africas-spectacular-transformation-fact-checked/	None	None	None	None	None	More claims of S. Africa’s ‘spectacular transformation’ fact-checked	2015-11-19 11:28	None	['None']
afck-00167	“Among the participating countries [in the Trends in International Mathematics and Science Study] South Africa has shown the largest improvement of 87 points in mathematics and 90 points in science.”	correct	https://africacheck.org/reports/facts-alternative-facts-zumas-10th-state-nation-address-checked/	None	None	None	None	None	Facts or alternative facts? Zuma’s 10th State of the Nation Address checked	2017-02-10 07:12	None	['None']
afck-00311	“The percentage of households with access to RDP standard sanitation increased from 70% to 78%.”	mostly-correct	https://africacheck.org/reports/has-president-jacob-zumas-government-done-a-good-job/	None	None	None	None	None	Has President Jacob Zuma’s government done ‘a good job’?	2015-03-23 07:37	None	['None']
afck-00078	“More than 17 million social grants are paid each month”	correct	https://africacheck.org/reports/state-of-the-nation-address-1-president-cyril-ramaphosas-claims-weighed-up/	None	None	None	None	None	Fact-checked: Pres Cyril Ramaphosa’s first-ever State of the Nation Address	2018-02-16 06:36	None	['None']
afck-00216	“DA-run governments are recognised as among the best in South Africa by national government and a variety of other agencies.”	correct	https://africacheck.org/reports/does-the-da-create-change-that-moves-sa-forward-we-weigh-up-key-claims/	None	None	None	None	None	Does the DA create ‘change that moves SA forward’? We weigh up key claims	2016-06-02 06:07	None	['South_Africa']
afck-00261	“…blacks have more than half of all degrees.”	correct	https://africacheck.org/reports/more-claims-of-south-africas-spectacular-transformation-fact-checked/	None	None	None	None	None	More claims of S. Africa’s ‘spectacular transformation’ fact-checked	2015-11-19 11:28	None	['None']
afck-00409	“Jobs are now being created again.There are now 15 million people with jobs in the country, the highest ever in our history, and over 650 thousand jobs were created last year, according to Stats SA.”	misleading	https://africacheck.org/reports/a-first-look-at-president-jacob-zumas-2014-state-of-the-nation-address/	None	None	None	None	None	President Jacob Zuma’s sixth State of the Nation address fact-checked	2014-02-14 12:39	None	['None']
afck-00105	“Half of [residential water] is used for non-essential purposes”	unproven	https://africacheck.org/reports/do-formal-residents-use-65-of-cape-towns-water-with-half-going-to-gardens-pools/	None	None	None	None	None	Do formal residents use 65% of Cape Town’s water, with half going to gardens & pools?	2017-08-21 01:54	None	['None']
afck-00037	“Recently, a new Maintenance Repair and Overhaul facility with capacity for aircraft C-checks and other comprehensive levels of maintenance was established in Lagos”	correct	https://africacheck.org/reports/buharis-2018-democracy-day-speech-7-main-claims-under-scrutiny/	None	None	None	None	None	Buhari’s 2018 Democracy Day speech: 7 main claims under scrutiny	2018-05-29 01:51	None	['Lagos']
afck-00196	Nigeria is “best or number one for” the number of top 200 Scrabble players	incorrect	https://africacheck.org/reports/sa-1-world-death-nigeria-scrabble-players-kenya-tea/	None	None	None	None	None	Is SA #1 in the world for death, Kenya for tea & Nigeria for scrabble players?	2016-12-07 02:15	None	['Nigeria']
